"Restaurant_name","Restaurant_url","Restaurant_location","Restaurant_minimum_order","Restaurant_additional_service_charge","Restaurant_additional_VAT","Restaurant_categories_name","Restaurant_categories_food_item_ingredient","Restaurant_categories_food_item_price"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Rice","","1,250.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Burger","","359.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Burger","Classic Zinger + Medium Fries","549.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Burger","Zinger + 2 HW + 1 HC","799.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Burger","Zinger + 4 HW + 1 HC","899.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Add Ons","A perfect accompaniment for chicken.","65.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Add Ons","A perfect accompaniment for chicken.","65.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Beverages","","70.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Combo Meal","margharita-1, classic corn-1, chicken sausage-1, spicy chicken meatball- 1, pan pizza personal size)","1,399.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Combo Meal","margharita-1, classic corn-1, spicy paneer -1, veggie fest -1 )","1,299.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Classic","499.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Favourite","559.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Delight","619.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Delight","619.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Delight","619.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Signature","679.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Signature","679.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Signature","679.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Signature","679.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Supreme","739.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Supreme","739.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Classic","745.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Favourite","845.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Delight","945.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Delight","945.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Delight","945.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Signature","1,045.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Signature","1,045.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Signature","1,045.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Signature","1,045.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Supreme","1,145.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Non-Veg)","Supreme","1,145.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Classic","335.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Favourite","399.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Favourite","399.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Delight","499.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Delight","499.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Delight","499.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Delight","499.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Signature","559.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Signature","559.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Signature","559.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Signature","559.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Supreme","619.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Classic","620.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Favourite","695.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Favourite","695.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Delight","745.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Delight","745.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Delight","745.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Delight","745.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Signature","845.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Signature","845.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Signature","845.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Signature","845.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pan Pizza (Veg)","Supreme","945.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Classic","625.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Favourite","685.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Delight","745.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Delight","745.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Delight","745.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Signature","805.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Signature","805.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Signature","805.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Signature","805.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Supreme","865.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Supreme","865.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Classic","945.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Favourite","1,045.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Delight","1,145.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Delight","1,145.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Delight","1,145.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Signature","1,245.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Signature","1,245.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Signature","1,245.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Signature","1,245.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Supreme","1,345.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Non-Veg)","Supreme","1,345.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Classic","460.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Favourite","524.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Favourite","524.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Delight","625.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Delight","625.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Delight","625.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Delight","625.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Signature","685.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Signature","685.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Signature","685.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Signature","685.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Supreme","745.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Classic","820.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Favourite","895.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Favourite","895.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Delight","945.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Delight","945.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Delight","945.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Delight","945.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Signature","1,045.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Signature","1,045.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Signature","1,045.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Signature","1,045.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Stuffed Crust Pizza (Veg)","Supreme","1,145.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Classic","625.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Favourite","685.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Delight","745.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Delight","745.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Delight","745.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Signature","805.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Signature","805.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Signature","805.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Signature","805.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Supreme","865.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Supreme","865.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Classic","945.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Favourite","1,045.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Delight","1,145.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Delight","1,145.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Delight","1,145.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Signature","1,245.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Signature","1,245.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Non-Veg)","Signature","1,245.00"
